MW,LogP,TPSA,HBA,HBD,Rotatable_Bonds,Ring_Count,Aromatic_Rings,Fraction_CSP3,Heavy_Atom_Count,Chiral_Atoms,Formal_Charge,QED,BertzCT,HallKierAlpha,Kappa1,Kappa2,Kappa3,NumSpiroAtoms,NumBridgeheadAtoms,NumAliphaticRings,NumSaturatedRings,NumHeteroAtoms,MolMR,SA_Score,Lipinski_Pass,Veber_Pass,Egan_Pass,Ghose_Pass,Muegge_Pass,RECRUITER_CODE,SMILES,PAINS_Hits,Brenk_Hits
328.4960000000001,6.548900000000006,37.3,1,1,14,0,0,0.4090909090909091,24,,0,0.3670786920502773,462.3615868473694,-2.0899999999999994,21.910000000000004,18.95782400765184,19.91,0,0,0,0,2,105.08580000000008,,True,False,False,False,False,L00264,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,None,isolated_alkene
328.4960000000001,6.548900000000006,37.3,1,1,14,0,0,0.4090909090909091,24,,0,0.3670786920502773,462.3615868473694,-2.0899999999999994,21.910000000000004,18.95782400765184,19.91,0,0,0,0,2,105.08580000000008,,True,False,False,False,False,L00793,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,None,isolated_alkene
180.20999999999995,2.7830000000000004,25.78,2,0,0,3,3,0.0,14,,0,0.49697997034545144,547.2925174892929,-1.96,7.444412301848199,2.7710289600439837,0.9729204896447569,0,0,0,0,2,57.04400000000002,,True,True,True,False,False,L00013,c1cc2ccc3cccnc3c2nc1,None,Polycyclic_aromatic_hydrocarbon_3
180.20999999999995,2.7830000000000004,25.78,2,0,0,3,3,0.0,14,,0,0.49697997034545144,547.2925174892929,-1.96,7.444412301848199,2.7710289600439837,0.9729204896447569,0,0,0,0,2,57.04400000000002,,True,True,True,False,False,L00663,c1cc2ccc3cccnc3c2nc1,None,Polycyclic_aromatic_hydrocarbon_3
180.20999999999995,2.7830000000000004,25.78,2,0,0,3,3,0.0,14,,0,0.49697997034545144,547.2925174892929,-1.96,7.444412301848199,2.7710289600439837,0.9729204896447569,0,0,0,0,2,57.04400000000002,,True,True,True,False,False,L00664,c1cc2ccc3cccnc3c2nc1,None,Polycyclic_aromatic_hydrocarbon_3
180.20999999999995,2.7830000000000004,25.78,2,0,0,3,3,0.0,14,,0,0.49697997034545144,547.2925174892929,-1.96,7.444412301848199,2.7710289600439837,0.9729204896447569,0,0,0,0,2,57.04400000000002,,True,True,True,False,False,L00665,c1cc2ccc3cccnc3c2nc1,None,Polycyclic_aromatic_hydrocarbon_3
180.20999999999995,2.7830000000000004,25.78,2,0,0,3,3,0.0,14,,0,0.49697997034545144,547.2925174892929,-1.96,7.444412301848199,2.7710289600439837,0.9729204896447569,0,0,0,0,2,57.04400000000002,,True,True,True,False,False,L00666,c1cc2ccc3cccnc3c2nc1,None,Polycyclic_aromatic_hydrocarbon_3
318.23699999999997,1.6936000000000004,151.58999999999997,8,6,1,3,3,0.0,23,,0,0.3707504645634647,979.5051144391242,-3.55,14.389899261577582,4.7337877405886815,2.1268683683347867,0,0,0,0,8,77.90879999999999,,True,False,False,True,False,L00046,c1c(cc(c(c1O)O)O)C2=C(C(=O)c3c(cc(cc3O2)O)O)O,catechol_A(92),catechol
166.176,1.4093999999999993,57.53,2,2,3,1,1,0.2222222222222222,12,,0,0.7132847077406798,263.6070662599115,-1.51,8.585328884652048,3.7588733548338538,2.6172633656097566,0,0,0,0,3,44.063600000000015,,True,True,True,False,False,L00256,c1cc(ccc1CCC(=O)O)O,None,None
190.15399999999997,1.4911999999999999,67.51,3,1,1,2,2,0.0,14,,0,0.7392030946871293,553.2957081415926,-2.1,8.496118021753501,2.990702947845806,1.2647844389606624,0,0,0,0,4,49.44330000000001,,True,True,True,False,False,L00192,c1ccc2c(c1)C(=O)C=C(O2)C(=O)O,None,None
