RECRUITER_CODE,smiles_atom_index,smile_atom
L00481,21,C
L00481,22,N
L00481,23,C
L00481,24,S
L00481,25,O
L00481,26,O
L00481,27,C
L00481,28,Cl
L00482,0,C
L00482,1,C
L00482,2,C
L00482,3,C
L00482,4,N
L00482,5,C
L00482,6,O
L00482,7,C
L00482,8,C
L00482,9,C
L00482,10,C
L00482,11,C
L00482,12,C
L00482,13,C
L00482,14,C
L00482,15,N
L00482,16,C
L00482,17,C
L00482,18,O
L00482,19,O
L00482,20,Cl
L00482,21,N
L00482,22,C
L00482,23,C
L00482,24,C
L00482,25,C
L00482,26,C
L00482,27,C
L00482,28,C
L00482,29,O
L00482,30,C
L00482,31,C
L00482,32,C
L00482,33,C
L00482,34,C
L00482,35,C
L00482,36,C
L00482,37,Cl
L00482,38,C
L00482,39,O
L00483,0,C
L00483,1,C
L00483,2,C
L00483,3,C
L00483,4,C
L00483,5,C
L00483,6,C
L00483,7,C
L00483,8,C
L00483,9,N
L00483,10,C
L00483,11,N
L00483,12,N
L00483,13,C
L00483,14,N
L00483,15,C
L00483,16,C
L00483,17,C
L00483,18,C
L00483,19,C
L00483,20,C
L00483,21,Br
L00483,22,C
L00483,23,O
L00483,24,C
L00483,25,C
L00483,26,C
L00483,27,C
L00483,28,C
L00483,29,C
L00483,30,Br
L00484,0,C
L00484,1,C
L00484,2,S
L00484,3,O
L00484,4,O
L00484,5,N
L00484,6,C
L00484,7,C
L00484,8,C
L00484,9,C
L00484,10,C
L00484,11,C
L00484,12,C
L00484,13,N
L00484,14,C
L00484,15,C
L00484,16,N
L00484,17,N
L00484,18,C
L00484,19,N
L00484,20,C
L00484,21,C
L00484,22,C
L00484,23,C
L00484,24,S
L00484,25,C
L00484,26,C
L00484,27,C
L00484,28,C
L00484,29,C
L00484,30,O
L00484,31,O
L00484,32,C
L00484,33,C
L00484,34,C
L00484,35,C
L00485,0,C
L00485,1,C
L00485,2,C
L00485,3,C
L00485,4,C
L00485,5,C
L00485,6,C
L00485,7,N
L00485,8,O
L00485,9,N
L00485,10,C
L00485,11,C
L00485,12,C
L00485,13,C
L00485,14,C
L00485,15,C
L00485,16,C
L00485,17,N
L00485,18,C
L00485,19,O
L00485,20,C
L00485,21,C
L00485,22,C
L00485,23,C
L00485,24,O
L00485,25,N
L00485,26,C
L00485,27,O
L00486,0,C
L00486,1,C
L00486,2,C
L00486,3,C
L00486,4,C
L00486,5,C
L00486,6,Cl
L00486,7,Cl
L00486,8,C
L00486,9,N
L00486,10,O
L00486,11,C
L00486,12,C
L00486,13,C
L00486,14,C
L00486,15,C
L00486,16,O
L00486,17,N
L00486,18,C
L00486,19,O
L00488,0,C
L00488,1,C
L00488,2,C
L00488,3,C
L00488,4,O
L00488,5,N
L00488,6,C
L00488,7,C
L00488,8,O
L00488,9,N
L00488,10,C
L00488,11,C
L00488,12,C
L00488,13,C
L00488,14,C
L00488,15,O
L00488,16,N
L00488,17,C
L00488,18,C
L00488,19,C
L00488,20,C
L00488,21,C
L00488,22,C
L00488,23,C
L00488,24,C
L00488,25,O
L00488,26,O
L00488,27,C
L00488,28,O
L00489,0,C
L00489,1,C
L00489,2,C
L00489,3,O
L00489,4,O
L00489,5,O
L00489,6,C
L00489,7,C
L00489,8,C
L00489,9,C
L00489,10,C
L00489,11,C
L00489,12,C
L00489,13,C
L00489,14,C
L00489,15,C
L00489,16,C
L00489,17,C
L00490,0,C
L00490,1,C
L00490,2,C
L00490,3,C
L00490,4,O
L00490,5,N
L00490,6,C
L00490,7,C
L00490,8,O
L00490,9,N
L00490,10,C
L00490,11,C
L00490,12,C
L00490,13,C
L00490,14,C
L00490,15,O
L00490,16,N
L00490,17,C
L00490,18,C
L00490,19,C
L00490,20,C
L00490,21,C
L00490,22,C
L00490,23,C
L00490,24,N
L00490,25,O
L00490,26,O
L00490,27,O
L00587,0,C
L00587,1,C
L00587,2,N
L00587,3,N
L00587,4,N
L00587,5,C
L00587,6,C
L00587,7,N
L00587,8,N
L00587,9,C
L00587,10,O
L00587,11,C
L00587,12,C
L00587,13,C
L00587,14,N
L00587,15,C
L00587,16,N
L00587,17,N
L00587,18,C
L00587,19,C
L00587,20,O
L00587,21,C
L00587,22,C
L00588,0,C
L00588,1,C
L00588,2,N
L00588,3,N
L00588,4,N
L00588,5,C
L00588,6,C
L00588,7,N
L00588,8,N
L00588,9,C
L00588,10,O
L00588,11,C
L00588,12,C
L00588,13,C
L00588,14,N
L00588,15,C
L00588,16,N
L00588,17,N
L00588,18,C
L00588,19,C
L00588,20,O
L00588,21,C
L00588,22,C
L00589,0,C
L00589,1,C
L00589,2,N
L00589,3,N
L00589,4,N
L00589,5,C
L00589,6,C
L00589,7,N
L00589,8,N
L00589,9,C
L00589,10,O
L00589,11,C
L00589,12,C
L00589,13,C
L00589,14,N
L00589,15,C
L00589,16,N
L00589,17,N
L00589,18,C
L00589,19,C
L00589,20,O
L00589,21,C
L00589,22,C
L00590,0,C
L00590,1,C
L00590,2,N
L00590,3,N
L00590,4,N
L00590,5,C
L00590,6,C
L00590,7,N
L00590,8,N
L00590,9,C
L00590,10,O
L00590,11,C
L00590,12,C
L00590,13,C
L00590,14,N
L00590,15,C
L00590,16,N
L00590,17,N
L00590,18,C
L00590,19,C
L00590,20,O
L00590,21,C
L00590,22,C
L00591,0,C
L00591,1,C
L00591,2,N
L00591,3,N
L00591,4,N
L00591,5,C
L00591,6,C
L00591,7,N
L00591,8,N
L00591,9,C
L00591,10,O
L00591,11,C
L00591,12,C
L00591,13,C
L00591,14,N
L00591,15,C
L00591,16,N
L00591,17,N
L00591,18,C
L00591,19,C
L00591,20,O
L00591,21,C
L00591,22,C
L00592,0,C
L00592,1,C
L00592,2,N
L00592,3,N
L00592,4,N
L00592,5,C
L00592,6,C
L00592,7,N
L00592,8,N
L00592,9,C
L00592,10,O
L00592,11,C
L00592,12,C
L00592,13,C
L00592,14,N
L00592,15,C
L00592,16,N
L00592,17,N
L00592,18,C
L00592,19,C
L00592,20,O
L00592,21,C
L00592,22,C
L00593,0,C
L00593,1,C
L00593,2,N
L00593,3,N
L00593,4,N
L00593,5,C
L00593,6,C
L00593,7,N
L00593,8,N
L00593,9,C
L00593,10,O
L00593,11,C
L00593,12,C
L00593,13,C
L00593,14,N
L00593,15,C
L00593,16,N
L00593,17,N
L00593,18,C
L00593,19,C
L00593,20,O
L00593,21,C
L00593,22,C
L00594,0,C
L00594,1,C
L00594,2,N
L00594,3,N
L00594,4,N
L00594,5,C
L00594,6,C
L00594,7,N
L00594,8,N
L00594,9,C
L00594,10,O
L00594,11,C
L00594,12,C
L00594,13,C
L00594,14,N
L00594,15,C
L00594,16,N
L00594,17,N
L00594,18,C
L00594,19,C
L00594,20,O
L00594,21,C
L00594,22,C
L00595,0,C
L00595,1,C
L00595,2,N
L00595,3,N
L00595,4,N
L00595,5,C
L00595,6,C
L00595,7,N
L00595,8,N
L00595,9,C
L00595,10,O
L00595,11,C
L00595,12,C
L00595,13,C
L00595,14,N
L00595,15,C
L00595,16,N
L00595,17,N
L00595,18,C
L00595,19,C
L00595,20,O
L00595,21,C
L00595,22,C
L00596,0,C
L00596,1,C
L00596,2,N
L00596,3,N
L00596,4,N
L00596,5,C
L00596,6,C
L00596,7,N
L00596,8,N
L00596,9,C
L00596,10,O
L00596,11,C
L00596,12,C
L00596,13,C
L00596,14,N
L00596,15,C
L00596,16,N
L00596,17,N
L00596,18,C
L00596,19,C
L00596,20,O
L00596,21,C
L00596,22,C
L00597,0,C
L00597,1,C
L00597,2,N
L00597,3,N
L00597,4,N
L00597,5,C
L00597,6,C
L00597,7,N
L00597,8,N
L00597,9,C
L00597,10,O
L00597,11,C
L00597,12,C
L00597,13,C
L00597,14,N
L00597,15,C
L00597,16,N
L00597,17,N
L00597,18,C
L00597,19,C
L00597,20,O
L00597,21,C
L00597,22,C
L00598,0,C
L00598,1,C
L00598,2,N
L00598,3,N
L00598,4,N
L00598,5,C
L00598,6,C
L00598,7,N
L00598,8,N
L00598,9,C
L00598,10,O
L00598,11,C
L00598,12,C
L00598,13,C
L00598,14,N
L00598,15,C
L00598,16,N
L00598,17,N
L00598,18,C
L00598,19,C
L00598,20,O
L00598,21,C
L00598,22,C
L00599,0,C
L00599,1,C
L00599,2,N
L00599,3,N
L00599,4,N
L00599,5,C
L00599,6,C
L00599,7,N
L00599,8,N
L00599,9,C
L00599,10,O
L00599,11,C
L00599,12,C
L00599,13,C
L00599,14,N
L00599,15,C
L00599,16,N
L00599,17,N
L00599,18,C
L00599,19,C
L00599,20,O
L00599,21,C
L00599,22,C
L00600,0,C
L00600,1,C
L00600,2,N
L00600,3,N
L00600,4,N
L00600,5,C
L00600,6,C
L00600,7,N
L00600,8,N
L00600,9,C
L00600,10,O
L00600,11,C
L00600,12,C
L00600,13,C
L00600,14,N
L00600,15,C
L00600,16,N
L00600,17,N
L00600,18,C
L00600,19,C
L00600,20,O
L00600,21,C
L00600,22,C
L00613,0,C
L00613,1,C
L00613,2,C
L00613,3,C
L00613,4,C
L00613,5,C
L00613,6,N
L00613,7,C
L00613,8,O
L00613,9,N
L00613,10,C
L00613,11,O
L00613,12,C
L00613,13,C
L00613,14,C
L00613,15,C
L00613,16,O
L00613,17,N
L00613,18,C
L00613,19,O
L00614,0,C
L00614,1,C
L00614,2,C
L00614,3,C
L00614,4,C
L00614,5,C
L00614,6,N
L00614,7,C
L00614,8,O
L00614,9,N
L00614,10,C
L00614,11,O
L00614,12,C
L00614,13,C
L00614,14,C
L00614,15,C
L00614,16,O
L00614,17,N
L00614,18,C
L00614,19,O
L00615,0,C
L00615,1,C
L00615,2,C
L00615,3,C
L00615,4,C
L00615,5,C
L00615,6,N
L00615,7,C
L00615,8,O
L00615,9,N
L00615,10,C
L00615,11,O
L00615,12,C
L00615,13,C
L00615,14,C
L00615,15,C
L00615,16,O
L00615,17,N
L00615,18,C
L00615,19,O
L00616,0,C
L00616,1,C
L00616,2,C
L00616,3,C
L00616,4,C
L00616,5,C
L00616,6,N
L00616,7,C
L00616,8,O
L00616,9,N
L00616,10,C
L00616,11,O
L00616,12,C
L00616,13,C
L00616,14,C
L00616,15,C
L00616,16,O
L00616,17,N
L00616,18,C
L00616,19,O
L00617,0,C
L00617,1,C
L00617,2,C
L00617,3,C
L00617,4,C
L00617,5,C
L00617,6,N
L00617,7,C
L00617,8,O
L00617,9,N
L00617,10,C
L00617,11,O
L00617,12,C
L00617,13,C
L00617,14,C
L00617,15,C
L00617,16,O
L00617,17,N
L00617,18,C
L00617,19,O
L00618,0,C
L00618,1,C
L00618,2,C
L00618,3,C
L00618,4,C
L00618,5,C
L00618,6,N
L00618,7,C
L00618,8,O
L00618,9,N
L00618,10,C
L00618,11,O
L00618,12,C
L00618,13,C
L00618,14,C
L00618,15,C
L00618,16,O
L00618,17,N
L00618,18,C
L00618,19,O
L00619,0,C
L00619,1,C
L00619,2,C
L00619,3,C
L00619,4,C
L00619,5,C
L00619,6,N
L00619,7,C
L00619,8,O
L00619,9,N
L00619,10,C
L00619,11,O
L00619,12,C
L00619,13,C
L00619,14,C
L00619,15,C
L00619,16,O
L00619,17,N
L00619,18,C
L00619,19,O
L00620,0,C
L00620,1,C
L00620,2,C
L00620,3,C
L00620,4,C
L00620,5,C
L00620,6,N
L00620,7,C
L00620,8,O
L00620,9,N
L00620,10,C
L00620,11,O
L00620,12,C
L00620,13,C
L00620,14,C
L00620,15,C
L00620,16,O
L00620,17,N
L00620,18,C
L00620,19,O
L00621,0,C
L00621,1,C
L00621,2,C
L00621,3,C
L00621,4,C
L00621,5,C
L00621,6,N
L00621,7,C
L00621,8,O
L00621,9,N
L00621,10,C
L00621,11,O
L00621,12,C
L00621,13,C
L00621,14,C
L00621,15,C
L00621,16,O
L00621,17,N
L00621,18,C
L00621,19,O
L00622,0,C
L00622,1,C
L00622,2,C
L00622,3,C
L00622,4,C
L00622,5,C
L00622,6,N
L00622,7,C
L00622,8,O
L00622,9,N
L00622,10,C
L00622,11,O
L00622,12,C
L00622,13,C
L00622,14,C
L00622,15,C
L00622,16,O
L00622,17,N
L00622,18,C
L00622,19,O
L00632,0,C
L00632,1,C
L00632,2,C
L00632,3,O
L00632,4,C
L00632,5,C
L00632,6,C
L00632,7,C
L00632,8,C
L00632,9,C
L00632,10,C
L00632,11,N
L00632,12,C
L00632,13,C
L00632,14,N
L00632,15,C
L00632,16,O
L00632,17,N
L00632,18,C
L00632,19,C
L00632,20,N
L00632,21,C
L00632,22,O
L00632,23,C
L00632,24,C
L00632,25,C
L00632,26,C
L00632,27,C
L00632,28,C
L00632,29,C
L00632,30,Cl
L00632,31,C
L00632,32,C
L00632,33,C
L00632,34,C
L00632,35,C
L00632,36,C
L00632,37,Cl
L00632,38,O
L00632,39,C
L00633,0,C
L00633,1,C
L00633,2,C
L00633,3,O
L00633,4,C
L00633,5,C
L00633,6,C
L00633,7,C
L00633,8,C
L00633,9,C
L00633,10,C
L00633,11,N
L00633,12,C
L00633,13,C
L00633,14,N
L00633,15,C
L00633,16,O
L00633,17,N
L00633,18,C
L00633,19,C
L00633,20,N
L00633,21,C
L00633,22,O
L00633,23,C
L00633,24,C
L00633,25,C
L00633,26,C
L00633,27,C
L00633,28,C
L00633,29,C
L00633,30,Cl
L00633,31,C
L00633,32,C
L00633,33,C
L00633,34,C
L00633,35,C
L00633,36,C
L00633,37,Cl
L00633,38,O
L00633,39,C
L00634,0,C
L00634,1,C
L00634,2,C
L00634,3,O
L00634,4,C
L00634,5,C
L00634,6,C
L00634,7,C
L00634,8,C
L00634,9,C
L00634,10,C
L00634,11,N
L00634,12,C
L00634,13,C
L00634,14,N
L00634,15,C
L00634,16,O
L00634,17,N
L00634,18,C
L00634,19,C
L00634,20,N
L00634,21,C
L00634,22,O
L00634,23,C
L00634,24,C
L00634,25,C
L00634,26,C
L00634,27,C
L00634,28,C
L00634,29,C
L00634,30,Cl
L00634,31,C
L00634,32,C
L00634,33,C
L00634,34,C
L00634,35,C
L00634,36,C
L00634,37,Cl
L00634,38,O
L00634,39,C
L00635,0,C
L00635,1,C
L00635,2,C
L00635,3,O
L00635,4,C
L00635,5,C
L00635,6,C
L00635,7,C
L00635,8,C
L00635,9,C
L00635,10,C
L00635,11,N
L00635,12,C
L00635,13,C
L00635,14,N
L00635,15,C
L00635,16,O
L00635,17,N
L00635,18,C
L00635,19,C
L00635,20,N
L00635,21,C
L00635,22,O
L00635,23,C
L00635,24,C
L00635,25,C
L00635,26,C
L00635,27,C
L00635,28,C
L00635,29,C
L00635,30,Cl
L00635,31,C
L00635,32,C
L00635,33,C
L00635,34,C
L00635,35,C
L00635,36,C
L00635,37,Cl
L00635,38,O
L00635,39,C
L00636,0,C
L00636,1,C
L00636,2,C
L00636,3,O
L00636,4,C
L00636,5,C
L00636,6,C
L00636,7,C
L00636,8,C
L00636,9,C
L00636,10,C
L00636,11,N
L00636,12,C
L00636,13,C
L00636,14,N
L00636,15,C
L00636,16,O
L00636,17,N
L00636,18,C
L00636,19,C
L00636,20,N
L00636,21,C
L00636,22,O
L00636,23,C
L00636,24,C
L00636,25,C
L00636,26,C
L00636,27,C
L00636,28,C
L00636,29,C
L00636,30,Cl
L00636,31,C
L00636,32,C
L00636,33,C
L00636,34,C
L00636,35,C
L00636,36,C
L00636,37,Cl
L00636,38,O
L00636,39,C
L00637,0,C
L00637,1,C
L00637,2,C
L00637,3,O
L00637,4,C
L00637,5,C
L00637,6,C
L00637,7,C
L00637,8,C
L00637,9,C
L00637,10,C
L00637,11,N
L00637,12,C
L00637,13,C
L00637,14,N
L00637,15,C
L00637,16,O
L00637,17,N
L00637,18,C
L00637,19,C
L00637,20,N
L00637,21,C
L00637,22,O
L00637,23,C
L00637,24,C
L00637,25,C
L00637,26,C
L00637,27,C
L00637,28,C
L00637,29,C
L00637,30,Cl
L00637,31,C
L00637,32,C
L00637,33,C
L00637,34,C
L00637,35,C
L00637,36,C
L00637,37,Cl
L00637,38,O
L00637,39,C
L00638,0,C
L00638,1,C
L00638,2,C
L00638,3,O
L00638,4,C
L00638,5,C
L00638,6,C
L00638,7,C
L00638,8,C
L00638,9,C
L00638,10,C
L00638,11,N
L00638,12,C
L00638,13,C
L00638,14,N
L00638,15,C
L00638,16,O
L00638,17,N
L00638,18,C
L00638,19,C
L00638,20,N
L00638,21,C
L00638,22,O
L00638,23,C
L00638,24,C
L00638,25,C
L00638,26,C
L00638,27,C
L00638,28,C
L00638,29,C
L00638,30,Cl
L00638,31,C
L00638,32,C
L00638,33,C
L00638,34,C
L00638,35,C
L00638,36,C
L00638,37,Cl
L00638,38,O
L00638,39,C
L00639,0,C
L00639,1,C
L00639,2,C
L00639,3,O
L00639,4,C
L00639,5,C
L00639,6,C
L00639,7,C
L00639,8,C
L00639,9,C
L00639,10,C
L00639,11,N
L00639,12,C
L00639,13,C
L00639,14,N
L00639,15,C
L00639,16,O
L00639,17,N
L00639,18,C
L00639,19,C
L00639,20,N
L00639,21,C
L00639,22,O
L00639,23,C
L00639,24,C
L00639,25,C
L00639,26,C
L00639,27,C
L00639,28,C
L00639,29,C
L00639,30,Cl
L00639,31,C
L00639,32,C
L00639,33,C
L00639,34,C
L00639,35,C
L00639,36,C
L00639,37,Cl
L00639,38,O
L00639,39,C
L00640,0,C
L00640,1,C
L00640,2,C
L00640,3,O
L00640,4,C
L00640,5,C
L00640,6,C
L00640,7,C
L00640,8,C
L00640,9,C
L00640,10,C
L00640,11,N
L00640,12,C
L00640,13,C
L00640,14,N
L00640,15,C
L00640,16,O
L00640,17,N
L00640,18,C
L00640,19,C
L00640,20,N
L00640,21,C
L00640,22,O
L00640,23,C
L00640,24,C
L00640,25,C
L00640,26,C
L00640,27,C
L00640,28,C
L00640,29,C
L00640,30,Cl
L00640,31,C
L00640,32,C
L00640,33,C
L00640,34,C
L00640,35,C
L00640,36,C
L00640,37,Cl
L00640,38,O
L00640,39,C
L00641,0,C
L00641,1,C
L00641,2,C
L00641,3,C
L00641,4,C
L00641,5,C
L00641,6,C
L00641,7,C
L00641,8,C
L00641,9,C
L00641,10,O
L00641,11,O
L00641,12,N
L00642,0,C
L00642,1,C
L00642,2,C
L00642,3,C
L00642,4,C
L00642,5,C
L00642,6,C
L00642,7,C
L00642,8,C
L00642,9,C
L00642,10,O
L00642,11,O
L00642,12,N
L00643,0,C
L00643,1,C
L00643,2,C
L00643,3,C
L00643,4,C
L00643,5,C
L00643,6,C
L00643,7,C
L00643,8,C
L00643,9,C
L00643,10,O
L00643,11,O
L00643,12,N
L00644,0,C
L00644,1,C
L00644,2,C
L00644,3,C
L00644,4,C
L00644,5,C
L00644,6,C
L00644,7,C
L00644,8,C
L00644,9,C
L00644,10,O
L00644,11,O
L00644,12,N
L00645,0,C
L00645,1,C
L00645,2,C
L00645,3,C
L00645,4,C
L00645,5,C
L00645,6,C
L00645,7,C
L00645,8,C
L00645,9,C
L00645,10,O
L00645,11,O
L00645,12,N
L00646,0,C
L00646,1,C
L00646,2,C
L00646,3,C
L00646,4,C
L00646,5,C
L00646,6,C
L00646,7,C
L00646,8,C
L00646,9,C
L00646,10,O
L00646,11,O
L00646,12,N
L00647,0,C
L00647,1,C
L00647,2,C
L00647,3,C
L00647,4,C
L00647,5,C
L00647,6,C
L00647,7,C
L00647,8,C
L00647,9,C
L00647,10,O
L00647,11,O
L00647,12,N
L00648,0,C
L00648,1,C
L00648,2,C
L00648,3,O
L00648,4,C
L00648,5,N
L00648,6,C
L00648,7,C
L00648,8,C
L00648,9,N
L00648,10,C
L00648,11,O
L00648,12,N
L00648,13,C
L00648,14,O
L00648,15,P
L00648,16,O
L00648,17,O
L00648,18,O
L00648,19,P
L00648,20,O
L00648,21,O
L00648,22,O
L00648,23,P
L00648,24,O
L00648,25,O
L00648,26,O
L00648,27,O
L00649,0,C
L00649,1,C
L00649,2,C
L00649,3,O
L00649,4,C
L00649,5,N
L00649,6,C
L00649,7,C
L00649,8,C
L00649,9,N
L00649,10,C
L00649,11,O
L00649,12,N
L00649,13,C
L00649,14,O
L00649,15,P
L00649,16,O
L00649,17,O
L00649,18,O
L00649,19,P
L00649,20,O
L00649,21,O
L00649,22,O
L00649,23,P
L00649,24,O
L00649,25,O
L00649,26,O
L00649,27,O
L00650,0,C
L00650,1,C
L00650,2,C
L00650,3,O
L00650,4,C
L00650,5,N
L00650,6,C
L00650,7,C
L00650,8,C
L00650,9,N
L00650,10,C
L00650,11,O
L00650,12,N
L00650,13,C
L00650,14,O
L00650,15,P
L00650,16,O
L00650,17,O
L00650,18,O
L00650,19,P
L00650,20,O
L00650,21,O
L00650,22,O
L00650,23,P
L00650,24,O
L00650,25,O
L00650,26,O
L00650,27,O
L00651,0,C
L00651,1,C
L00651,2,C
L00651,3,O
L00651,4,C
L00651,5,N
L00651,6,C
L00651,7,C
L00651,8,C
L00651,9,N
L00651,10,C
L00651,11,O
L00651,12,N
L00651,13,C
L00651,14,O
L00651,15,P
L00651,16,O
L00651,17,O
L00651,18,O
L00651,19,P
L00651,20,O
L00651,21,O
L00651,22,O
L00651,23,P
L00651,24,O
L00651,25,O
L00651,26,O
L00651,27,O
L00652,0,C
L00652,1,C
L00652,2,C
L00652,3,O
L00652,4,C
L00652,5,N
L00652,6,C
L00652,7,C
L00652,8,C
L00652,9,N
L00652,10,C
L00652,11,O
L00652,12,N
L00652,13,C
L00652,14,O
L00652,15,P
L00652,16,O
L00652,17,O
L00652,18,O
L00652,19,P
L00652,20,O
L00652,21,O
L00652,22,O
L00652,23,P
L00652,24,O
L00652,25,O
L00652,26,O
L00652,27,O
L00653,0,C
L00653,1,C
L00653,2,C
L00653,3,C
L00653,4,C
L00653,5,C
L00653,6,N
L00653,7,C
L00653,8,N
L00653,9,C
L00653,10,O
L00653,11,C
L00653,12,C
L00653,13,C
L00653,14,C
L00653,15,O
L00653,16,N
L00653,17,C
L00653,18,O
L00654,0,C
L00654,1,C
L00654,2,C
L00654,3,C
L00654,4,C
L00654,5,C
L00654,6,N
L00654,7,C
L00654,8,N
L00654,9,C
L00654,10,O
L00654,11,C
L00654,12,C
L00654,13,C
L00654,14,C
L00654,15,O
L00654,16,N
L00654,17,C
L00654,18,O
L00655,0,C
L00655,1,C
L00655,2,C
L00655,3,C
L00655,4,C
L00655,5,C
L00655,6,N
L00655,7,C
L00655,8,N
L00655,9,C
L00655,10,O
L00655,11,C
L00655,12,C
L00655,13,C
L00655,14,C
L00655,15,O
L00655,16,N
L00655,17,C
L00655,18,O
L00656,0,C
L00656,1,C
L00656,2,C
L00656,3,C
L00656,4,C
L00656,5,C
L00656,6,N
L00656,7,C
L00656,8,N
L00656,9,C
L00656,10,O
L00656,11,C
L00656,12,C
L00656,13,C
L00656,14,C
L00656,15,O
L00656,16,N
L00656,17,C
L00656,18,O
L00657,0,C
L00657,1,C
L00657,2,C
L00657,3,C
L00657,4,C
L00657,5,C
L00657,6,N
L00657,7,C
L00657,8,N
L00657,9,C
L00657,10,O
L00657,11,C
L00657,12,C
L00657,13,C
L00657,14,C
L00657,15,O
L00657,16,N
L00657,17,C
L00657,18,O
L00658,0,C
L00658,1,C
L00658,2,C
L00658,3,C
L00658,4,C
L00658,5,C
L00658,6,O
L00658,7,C
L00658,8,C
L00658,9,C
L00658,10,C
L00658,11,C
L00658,12,C
L00658,13,C
L00658,14,C
L00658,15,N
L00658,16,C
L00658,17,C
L00658,18,N
L00658,19,C
L00658,20,C
L00658,21,C
L00658,22,C
L00658,23,C
L00658,24,C
L00658,25,C
L00658,26,C
L00658,27,F
L00658,28,C
L00658,29,N
L00658,30,C
L00658,31,N
L00658,32,C
L00658,33,O
L00658,34,C
L00658,35,C
L00658,36,C
L00658,37,C
L00658,38,O
L00658,39,N
L00658,40,C
L00658,41,O
L00659,0,C
L00659,1,C
L00659,2,C
L00659,3,C
L00659,4,C
L00659,5,C
L00659,6,O
L00659,7,C
L00659,8,C
L00659,9,C
L00659,10,C
L00659,11,C
L00659,12,C
L00659,13,C
L00659,14,C
L00659,15,N
L00659,16,C
L00659,17,C
L00659,18,N
L00659,19,C
L00659,20,C
L00659,21,C
L00659,22,C
L00659,23,C
L00659,24,C
L00659,25,C
L00659,26,C
L00659,27,F
L00659,28,C
L00659,29,N
L00659,30,C
L00659,31,N
L00659,32,C
L00659,33,O
L00659,34,C
L00659,35,C
L00659,36,C
L00659,37,C
L00659,38,O
L00659,39,N
L00659,40,C
L00659,41,O
L00660,0,C
L00660,1,C
L00660,2,C
L00660,3,C
L00660,4,C
L00660,5,C
L00660,6,O
L00660,7,C
L00660,8,C
L00660,9,C
L00660,10,C
L00660,11,C
L00660,12,C
L00660,13,C
L00660,14,C
L00660,15,N
L00660,16,C
L00660,17,C
L00660,18,N
L00660,19,C
L00660,20,C
L00660,21,C
L00660,22,C
L00660,23,C
L00660,24,C
L00660,25,C
L00660,26,C
L00660,27,F
L00660,28,C
L00660,29,N
L00660,30,C
L00660,31,N
L00660,32,C
L00660,33,O
L00660,34,C
L00660,35,C
L00660,36,C
L00660,37,C
L00660,38,O
L00660,39,N
L00660,40,C
L00660,41,O
L00661,0,C
L00661,1,C
L00661,2,C
L00661,3,C
L00661,4,C
L00661,5,C
L00661,6,O
L00661,7,C
L00661,8,C
L00661,9,C
L00661,10,C
L00661,11,C
L00661,12,C
L00661,13,C
L00661,14,C
L00661,15,N
L00661,16,C
L00661,17,C
L00661,18,N
L00661,19,C
L00661,20,C
L00661,21,C
L00661,22,C
L00661,23,C
L00661,24,C
L00661,25,C
L00661,26,C
L00661,27,F
L00661,28,C
L00661,29,N
L00661,30,C
L00661,31,N
L00661,32,C
L00661,33,O
L00661,34,C
L00661,35,C
L00661,36,C
L00661,37,C
L00661,38,O
L00661,39,N
L00661,40,C
L00661,41,O
L00662,0,C
L00662,1,C
L00662,2,C
L00662,3,C
L00662,4,C
L00662,5,C
L00662,6,O
L00662,7,C
L00662,8,C
L00662,9,C
L00662,10,C
L00662,11,C
L00662,12,C
L00662,13,C
L00662,14,C
L00662,15,N
L00662,16,C
L00662,17,C
L00662,18,N
L00662,19,C
L00662,20,C
L00662,21,C
L00662,22,C
L00662,23,C
L00662,24,C
L00662,25,C
L00662,26,C
L00662,27,F
L00662,28,C
L00662,29,N
L00662,30,C
L00662,31,N
L00662,32,C
L00662,33,O
L00662,34,C
L00662,35,C
L00662,36,C
L00662,37,C
L00662,38,O
L00662,39,N
L00662,40,C
L00662,41,O
L00667,0,C
L00667,1,C
L00667,2,C
L00667,3,C
L00667,4,C
L00667,5,C
L00667,6,Cl
L00667,7,N
L00667,8,C
L00667,9,C
L00667,10,C
L00667,11,C
L00667,12,C
L00667,13,O
L00667,14,O
L00667,15,N
L00668,0,C
L00668,1,C
L00668,2,C
L00668,3,C
L00668,4,C
L00668,5,C
L00668,6,Cl
L00668,7,N
L00668,8,C
L00668,9,C
L00668,10,C
L00668,11,C
L00668,12,C
L00668,13,O
L00668,14,O
L00668,15,N
L00669,0,C
L00669,1,C
L00669,2,C
L00669,3,C
L00669,4,C
L00669,5,C
L00669,6,Cl
L00669,7,N
L00669,8,C
L00669,9,C
L00669,10,C
L00669,11,C
L00669,12,C
L00669,13,O
L00669,14,O
L00669,15,N
L00670,0,C
L00670,1,C
L00670,2,C
L00670,3,O
L00670,4,C
L00670,5,N
L00670,6,C
L00670,7,C
L00670,8,C
L00670,9,O
L00670,10,N
L00670,11,C
L00670,12,N
L00670,13,N
L00670,14,N
L00670,15,C
L00670,16,O
L00670,17,C
L00670,18,O
L00670,19,P
L00670,20,O
L00670,21,O
L00670,22,O
L00670,23,O
L00671,0,C
L00671,1,C
L00671,2,C
L00671,3,O
L00671,4,C
L00671,5,N
L00671,6,C
L00671,7,C
L00671,8,C
L00671,9,O
L00671,10,N
L00671,11,C
