RECRUITER_CODE,smiles_atom_index,smile_atom
L00065,16,C
L00065,17,C
L00065,18,C
L00065,19,C
L00065,20,C
L00065,21,O
L00065,22,C
L00065,23,O
L00065,24,C
L00065,25,C
L00065,26,C
L00065,27,C
L00065,28,C
L00065,29,C
L00065,30,C
L00065,31,O
L00065,32,O
L00066,0,C
L00066,1,C
L00066,2,C
L00066,3,C
L00066,4,C
L00066,5,C
L00066,6,Cl
L00066,7,C
L00066,8,C
L00066,9,C
L00066,10,C
L00066,11,O
L00066,12,N
L00066,13,C
L00066,14,C
L00066,15,C
L00066,16,C
L00066,17,C
L00066,18,C
L00066,19,C
L00066,20,Cl
L00066,21,C
L00066,22,C
L00066,23,C
L00066,24,C
L00066,25,C
L00066,26,C
L00066,27,O
L00066,28,O
L00067,0,C
L00067,1,C
L00067,2,C
L00067,3,O
L00067,4,N
L00067,5,C
L00067,6,C
L00067,7,C
L00067,8,C
L00067,9,C
L00067,10,C
L00067,11,C
L00067,12,C
L00067,13,O
L00067,14,N
L00067,15,C
L00067,16,C
L00067,17,C
L00067,18,C
L00067,19,C
L00067,20,N
L00067,21,C
L00067,22,C
L00067,23,C
L00067,24,O
L00067,25,N
L00067,26,C
L00067,27,C
L00067,28,C
L00067,29,C
L00067,30,C
L00067,31,C
L00067,32,C
L00067,33,C
L00067,34,C
L00067,35,C
L00067,36,N
L00067,37,C
L00068,0,C
L00068,1,C
L00068,2,C
L00068,3,N
L00068,4,C
L00068,5,C
L00068,6,N
L00068,7,C
L00068,8,C
L00068,9,P
L00068,10,O
L00068,11,O
L00068,12,O
L00068,13,P
L00068,14,O
L00068,15,O
L00068,16,O
L00069,0,C
L00069,1,C
L00069,2,C
L00069,3,O
L00069,4,C
L00069,5,N
L00069,6,C
L00069,7,C
L00069,8,C
L00069,9,N
L00069,10,C
L00069,11,O
L00069,12,N
L00069,13,C
L00069,14,O
L00069,15,O
L00069,16,C
L00069,17,O
L00069,18,P
L00069,19,O
L00069,20,O
L00069,21,O
L00069,22,O
L00070,0,C
L00070,1,C
L00070,2,C
L00070,3,C
L00070,4,C
L00070,5,N
L00070,6,C
L00070,7,C
L00070,8,C
L00070,9,N
L00070,10,C
L00070,11,N
L00070,12,C
L00070,13,C
L00070,14,C
L00070,15,C
L00070,16,C
L00070,17,C
L00070,18,C
L00070,19,Cl
L00070,20,C
L00070,21,C
L00070,22,C
L00070,23,C
L00070,24,C
L00070,25,C
L00070,26,C
L00070,27,C
L00070,28,S
L00070,29,N
L00070,30,C
L00070,31,N
L00070,32,C
L00070,33,O
L00070,34,O
L00071,0,C
L00071,1,C
L00071,2,C
L00071,3,C
L00071,4,C
L00071,5,C
L00071,6,C
L00071,7,C
L00071,8,N
L00071,9,C
L00071,10,C
L00071,11,C
L00071,12,C
L00071,13,N
L00071,14,C
L00071,15,C
L00071,16,C
L00071,17,C
L00071,18,C
L00071,19,N
L00071,20,C
L00071,21,Cl
L00071,22,C
L00071,23,N
L00071,24,O
L00071,25,C
L00071,26,O
L00071,27,N
L00071,28,N
L00071,29,C
L00071,30,N
L00071,31,C
L00071,32,C
L00071,33,O
L00071,34,C
L00071,35,C
L00071,36,C
L00071,37,C
L00071,38,C
L00072,0,C
L00072,1,C
L00072,2,C
L00072,3,C
L00072,4,C
L00072,5,C
L00072,6,C
L00072,7,C
L00072,8,C
L00072,9,N
L00072,10,C
L00072,11,C
L00072,12,C
L00072,13,C
L00072,14,N
L00072,15,C
L00072,16,C
L00072,17,C
L00072,18,C
L00072,19,C
L00072,20,N
L00072,21,C
L00072,22,Cl
L00072,23,C
L00072,24,N
L00072,25,O
L00072,26,C
L00072,27,O
L00072,28,N
L00072,29,N
L00072,30,C
L00072,31,C
L00072,32,C
L00072,33,C
L00072,34,O
L00072,35,C
L00073,0,C
L00073,1,C
L00073,2,O
L00073,3,C
L00073,4,C
L00073,5,N
L00073,6,C
L00073,7,C
L00073,8,C
L00073,9,N
L00073,10,C
L00073,11,C
L00073,12,N
L00073,13,C
L00073,14,C
L00073,15,C
L00073,16,C
L00073,17,C
L00073,18,C
L00073,19,C
L00073,20,C
L00073,21,C
L00073,22,C
L00073,23,C
L00073,24,C
L00073,25,C
L00073,26,N
L00073,27,C
L00073,28,Cl
L00073,29,C
L00073,30,N
L00073,31,O
L00073,32,C
L00073,33,O
L00073,34,N
L00073,35,C
L00073,36,C
L00073,37,C
L00074,0,C
L00074,1,N
L00074,2,C
L00074,3,C
L00074,4,O
L00074,5,C
L00074,6,C
L00074,7,O
L00074,8,C
L00074,9,C
L00074,10,C
L00074,11,C
L00074,12,C
L00074,13,C
L00074,14,C
L00074,15,C
L00074,16,C
L00074,17,C
L00074,18,C
L00074,19,C
L00074,20,C
L00074,21,Br
L00074,22,C
L00074,23,C
L00074,24,C
L00074,25,C
L00074,26,C
L00074,27,C
L00074,28,Br
L00075,0,C
L00075,1,N
L00075,2,C
L00075,3,C
L00075,4,O
L00075,5,C
L00075,6,C
L00075,7,O
L00075,8,C
L00075,9,C
L00075,10,C
L00075,11,C
L00075,12,C
L00075,13,C
L00075,14,C
L00075,15,C
L00075,16,C
L00075,17,C
L00075,18,C
L00075,19,C
L00075,20,C
L00075,21,Cl
L00075,22,C
L00075,23,C
L00075,24,C
L00075,25,C
L00075,26,C
L00075,27,C
L00075,28,Cl
L00076,0,C
L00076,1,C
L00076,2,C
L00076,3,C
L00076,4,C
L00076,5,O
L00076,6,O
L00076,7,N
L00076,8,C
L00076,9,C
L00076,10,O
L00076,11,C
L00076,12,C
L00076,13,O
L00076,14,C
L00076,15,C
L00076,16,C
L00076,17,C
L00076,18,C
L00076,19,C
L00076,20,C
L00076,21,F
L00076,22,C
L00076,23,C
L00076,24,C
L00076,25,C
L00076,26,C
L00076,27,C
L00076,28,Cl
L00076,29,C
L00076,30,C
L00076,31,C
L00076,32,C
L00076,33,C
L00076,34,C
L00076,35,Cl
L00077,0,C
L00077,1,C
L00077,2,C
L00077,3,C
L00077,4,C
L00077,5,C
L00077,6,C
L00077,7,C
L00077,8,C
L00077,9,C
L00077,10,C
L00077,11,C
L00077,12,C
L00077,13,N
L00077,14,C
L00077,15,O
L00077,16,Cl
L00077,17,C
L00077,18,C
L00077,19,N
L00077,20,C
L00077,21,O
L00077,22,N
L00077,23,C
L00077,24,C
L00077,25,N
L00077,26,C
L00077,27,C
L00077,28,C
L00077,29,C
L00077,30,C
L00077,31,C
L00077,32,F
L00077,33,Cl
L00078,0,C
L00078,1,C
L00078,2,C
L00078,3,C
L00078,4,O
L00078,5,N
L00078,6,C
L00078,7,C
L00078,8,O
L00078,9,C
L00078,10,C
L00078,11,O
L00078,12,C
L00078,13,C
L00078,14,O
L00078,15,O
L00078,16,C
L00078,17,C
L00078,18,C
L00078,19,C
L00078,20,C
L00078,21,C
L00078,22,Cl
L00078,23,C
L00078,24,C
L00078,25,C
L00078,26,C
L00078,27,C
L00078,28,C
L00078,29,Cl
L00079,0,C
L00079,1,C
L00079,2,C
L00079,3,C
L00079,4,C
L00079,5,C
L00079,6,C
L00079,7,C
L00079,8,C
L00079,9,N
L00079,10,C
L00079,11,O
L00079,12,N
L00079,13,C
L00079,14,C
L00079,15,C
L00079,16,C
L00079,17,O
L00079,18,O
L00079,19,C
L00079,20,C
L00079,21,C
L00079,22,C
L00079,23,C
L00079,24,C
L00079,25,F
L00079,26,Cl
L00079,27,C
L00079,28,N
L00079,29,C
L00079,30,C
L00079,31,C
L00079,32,C
L00079,33,C
L00079,34,C
L00079,35,F
L00079,36,Cl
L00080,0,C
L00080,1,C
L00080,2,C
L00080,3,O
L00080,4,N
L00080,5,C
L00080,6,C
L00080,7,N
L00080,8,C
L00080,9,C
L00080,10,C
L00080,11,C
L00080,12,C
L00080,13,C
L00080,14,N
L00080,15,C
L00080,16,O
L00080,17,C
L00080,18,C
L00080,19,C
L00080,20,C
L00080,21,C
L00080,22,C
L00080,23,C
L00080,24,C
L00080,25,C
L00080,26,C
L00080,27,C
L00080,28,O
L00080,29,C
L00080,30,C
L00080,31,O
L00080,32,C
L00080,33,C
L00080,34,C
L00080,35,C
L00080,36,C
L00080,37,C
L00080,38,N
L00080,39,N
L00080,40,C
L00081,0,C
L00081,1,C
L00081,2,C
L00081,3,O
L00081,4,N
L00081,5,C
L00081,6,C
L00081,7,O
L00081,8,N
L00081,9,C
L00081,10,C
L00081,11,C
L00081,12,C
L00081,13,C
L00081,14,C
L00081,15,O
L00081,16,C
L00081,17,C
L00081,18,C
L00081,19,O
L00081,20,C
L00081,21,C
L00081,22,C
L00081,23,C
L00081,24,C
L00081,25,C
L00081,26,C
L00081,27,C
L00081,28,C
L00081,29,C
L00081,30,C
L00081,31,C
L00081,32,C
L00081,33,O
L00081,34,C
L00081,35,C
L00081,36,O
L00081,37,O
L00081,38,N
L00081,39,C
L00082,0,C
L00082,1,C
L00082,2,C
L00082,3,C
L00082,4,C
L00082,5,C
L00082,6,O
L00082,7,O
L00082,8,N
L00082,9,C
L00082,10,O
L00082,11,C
L00082,12,C
L00082,13,C
L00082,14,C
L00082,15,C
L00082,16,C
L00082,17,C
L00082,18,C
L00082,19,N
L00082,20,P
L00082,21,O
L00082,22,C
L00082,23,N
L00082,24,C
L00082,25,O
L00082,26,O
L00082,27,C
L00082,28,C
L00082,29,C
L00082,30,C
L00082,31,C
L00082,32,C
L00082,33,C
L00082,34,O
L00083,0,C
L00083,1,C
L00083,2,C
L00083,3,C
L00083,4,C
L00083,5,C
L00083,6,C
L00083,7,C
L00083,8,N
L00083,9,C
L00083,10,C
L00083,11,N
L00083,12,C
L00083,13,O
L00083,14,C
L00083,15,C
L00083,16,C
L00083,17,C
L00083,18,C
L00083,19,C
L00083,20,C
L00083,21,O
L00083,22,C
L00083,23,O
L00083,24,C
L00083,25,C
L00083,26,C
L00083,27,C
L00083,28,C
L00083,29,C
L00083,30,C
L00083,31,O
L00083,32,O
L00084,0,C
L00084,1,C
L00084,2,C
L00084,3,C
L00084,4,C
L00084,5,C
L00084,6,C
L00084,7,C
L00084,8,N
L00084,9,C
L00084,10,C
L00084,11,N
L00084,12,C
L00084,13,O
L00084,14,C
L00084,15,C
L00084,16,C
L00084,17,C
L00084,18,C
L00084,19,C
L00084,20,C
L00084,21,O
L00084,22,C
L00084,23,O
L00084,24,C
L00084,25,C
L00084,26,C
L00084,27,C
L00084,28,C
L00084,29,C
L00084,30,C
L00084,31,N
L00084,32,N
L00084,33,N
L00084,34,N
L00085,0,C
L00085,1,C
L00085,2,C
L00085,3,C
L00085,4,C
L00085,5,C
L00085,6,C
L00085,7,C
L00085,8,C
L00085,9,N
L00085,10,C
L00085,11,C
L00085,12,N
L00085,13,C
L00085,14,C
L00085,15,C
L00085,16,C
L00085,17,C
L00085,18,C
L00085,19,C
L00085,20,C
L00085,21,O
L00085,22,C
L00085,23,O
L00085,24,C
L00085,25,C
L00085,26,C
L00085,27,C
L00085,28,C
L00085,29,C
L00085,30,C
L00085,31,O
L00085,32,O
L00086,0,C
L00086,1,C
L00086,2,C
L00086,3,N
L00086,4,N
L00086,5,N
L00086,6,C
L00086,7,S
L00086,8,N
L00086,9,C
L00086,10,N
L00087,0,C
L00087,1,C
L00087,2,C
L00087,3,O
L00087,4,N
L00087,5,C
L00087,6,C
L00087,7,C
L00087,8,C
L00087,9,C
L00087,10,C
L00087,11,C
L00087,12,C
L00087,13,O
L00087,14,N
L00087,15,C
L00087,16,C
L00087,17,C
L00087,18,C
L00087,19,C
L00087,20,C
L00087,21,N
L00087,22,C
L00087,23,C
L00087,24,C
L00087,25,O
L00087,26,N
L00087,27,C
L00087,28,C
L00087,29,C
L00087,30,O
L00087,31,C
L00087,32,C
L00087,33,C
L00087,34,C
L00087,35,C
L00087,36,C
L00087,37,N
L00087,38,C
L00088,0,C
L00088,1,C
L00088,2,C
L00088,3,O
L00088,4,N
L00088,5,C
L00088,6,C
L00088,7,C
L00088,8,C
L00088,9,C
L00088,10,C
L00088,11,C
L00088,12,C
L00088,13,O
L00088,14,N
L00088,15,C
L00088,16,C
L00088,17,C
L00088,18,C
L00088,19,C
L00088,20,N
L00088,21,C
L00088,22,C
L00088,23,C
L00088,24,O
L00088,25,N
L00088,26,C
L00088,27,C
L00088,28,C
L00088,29,O
L00088,30,C
L00088,31,C
L00088,32,C
L00088,33,C
L00088,34,C
L00088,35,C
L00088,36,N
L00088,37,C
L00089,0,C
L00089,1,C
L00089,2,O
L00089,3,N
L00089,4,C
L00089,5,C
L00089,6,C
L00089,7,C
L00089,8,C
L00089,9,C
L00089,10,C
L00089,11,C
L00089,12,C
L00089,13,C
L00089,14,C
L00089,15,C
L00089,16,N
L00089,17,C
L00089,18,O
L00089,19,Cl
L00089,20,C
L00089,21,C
L00089,22,C
L00089,23,C
L00089,24,C
L00089,25,C
L00089,26,C
L00089,27,Cl
L00090,0,C
L00090,1,C
L00090,2,C
L00090,3,C
L00090,4,C
L00090,5,C
L00090,6,C
L00090,7,C
L00090,8,C
L00090,9,C
L00090,10,C
L00090,11,C
L00090,12,C
L00090,13,N
L00090,14,C
L00090,15,O
L00090,16,Cl
L00090,17,C
L00090,18,C
L00090,19,N
L00090,20,C
L00090,21,O
L00090,22,N
L00090,23,C
L00090,24,C
L00090,25,C
L00090,26,C
L00090,27,C
L00090,28,C
L00090,29,C
L00090,30,O
L00090,31,N
L00090,32,C
L00090,33,C
L00090,34,C
L00090,35,C
L00090,36,C
L00090,37,C
L00090,38,F
L00090,39,Cl
L00091,0,C
L00091,1,C
L00091,2,C
L00091,3,C
L00091,4,C
L00091,5,C
L00091,6,C
L00091,7,C
L00091,8,C
L00091,9,C
L00091,10,C
L00091,11,S
L00091,12,Cl
L00091,13,N
L00091,14,C
L00091,15,O
L00091,16,C
L00091,17,C
L00091,18,N
L00091,19,C
L00091,20,O
L00091,21,N
L00091,22,C
L00091,23,C
L00091,24,C
L00091,25,C
L00091,26,C
L00091,27,C
L00091,28,O
L00091,29,C
L00091,30,C
L00091,31,O
L00091,32,N
L00091,33,C
L00091,34,C
L00091,35,C
L00091,36,C
L00091,37,C
L00091,38,C
L00091,39,F
L00091,40,Cl
L00092,0,C
L00092,1,C
L00092,2,C
L00092,3,C
L00092,4,C
L00092,5,C
L00092,6,O
L00092,7,N
L00092,8,O
L00092,9,N
L00092,10,C
L00092,11,C
L00092,12,C
L00092,13,C
L00092,14,C
L00092,15,C
L00092,16,C
L00092,17,C
L00092,18,N
L00092,19,C
L00092,20,C
L00092,21,O
L00092,22,N
L00092,23,O
L00092,24,Cl
L00092,25,C
L00092,26,O
L00092,27,N
L00092,28,C
L00092,29,C
L00092,30,C
L00092,31,C
L00092,32,C
L00092,33,C
L00092,34,C
L00093,0,C
L00093,1,C
L00093,2,C
L00093,3,C
L00093,4,O
L00093,5,N
L00093,6,C
L00093,7,C
L00093,8,C
L00093,9,C
L00093,10,C
L00093,11,C
L00093,12,C
L00093,13,C
L00093,14,O
L00093,15,N
L00093,16,C
L00093,17,C
L00093,18,C
L00093,19,C
L00093,20,C
L00093,21,N
L00093,22,C
L00093,23,C
L00093,24,C
L00093,25,O
L00093,26,N
L00093,27,C
L00093,28,C
L00093,29,C
L00093,30,O
L00093,31,C
L00093,32,C
L00093,33,C
L00093,34,C
L00093,35,C
L00093,36,C
L00093,37,N
L00093,38,C
L00094,0,C
L00094,1,C
L00094,2,C
L00094,3,C
L00094,4,O
L00094,5,N
L00094,6,C
L00094,7,C
L00094,8,C
L00094,9,C
L00094,10,C
L00094,11,C
L00094,12,C
L00094,13,C
L00094,14,O
L00094,15,N
L00094,16,C
L00094,17,C
L00094,18,C
L00094,19,C
L00094,20,C
L00094,21,C
L00094,22,C
L00094,23,C
L00094,24,C
L00094,25,N
L00094,26,C
L00094,27,C
L00094,28,C
L00094,29,O
L00094,30,N
L00094,31,C
L00094,32,C
L00094,33,C
L00094,34,O
L00094,35,C
L00094,36,C
L00094,37,C
L00094,38,C
L00094,39,C
L00094,40,C
L00094,41,N
L00094,42,C
L00095,0,C
L00095,1,C
L00095,2,C
L00095,3,C
L00095,4,C
L00095,5,C
L00095,6,C
L00095,7,C
L00095,8,N
L00095,9,C
L00095,10,C
L00095,11,N
L00095,12,C
L00095,13,C
L00095,14,C
L00095,15,C
L00095,16,C
L00095,17,C
L00095,18,C
L00095,19,C
L00095,20,O
L00095,21,C
L00095,22,O
L00095,23,C
L00095,24,C
L00095,25,C
L00095,26,C
L00095,27,C
L00095,28,C
L00095,29,C
L00095,30,O
L00095,31,O
L00096,0,C
L00096,1,C
L00096,2,O
L00096,3,C
L00096,4,C
L00096,5,O
L00096,6,C
L00096,7,C
L00096,8,O
L00096,9,C
L00096,10,C
L00096,11,O
L00096,12,C
L00096,13,C
L00096,14,O
L00096,15,C
L00096,16,C
L00096,17,O
L00096,18,C
L00096,19,C
L00096,20,O
L00096,21,C
L00096,22,C
L00096,23,O
L00096,24,C
L00096,25,C
L00096,26,O
L00096,27,O
L00097,0,C
L00097,1,C
L00097,2,C
L00097,3,C
L00097,4,S
L00097,5,O
L00097,6,O
L00097,7,C
L00097,8,C
L00097,9,C
L00097,10,C
L00097,11,N
L00097,12,C
L00097,13,C
L00097,14,C
L00097,15,C
L00097,16,C
L00097,17,O
L00097,18,C
L00097,19,C
L00097,20,C
L00097,21,O
L00097,22,O
L00097,23,C
L00097,24,C
L00097,25,C
L00097,26,C
L00097,27,C
L00097,28,C
L00097,29,Cl
L00097,30,C
L00097,31,C
L00097,32,C
L00097,33,C
L00097,34,C
L00097,35,C
L00097,36,Cl
L00098,0,C
L00098,1,C
L00098,2,C
L00098,3,C
L00098,4,S
L00098,5,O
L00098,6,O
L00098,7,C
L00098,8,C
L00098,9,C
L00098,10,C
L00098,11,C
L00098,12,N
L00098,13,C
L00098,14,C
L00098,15,O
L00098,16,C
L00098,17,C
L00098,18,O
L00098,19,C
L00098,20,C
L00098,21,O
L00098,22,O
L00098,23,C
L00098,24,C
L00098,25,C
L00098,26,C
L00098,27,C
L00098,28,C
L00098,29,Cl
L00098,30,C
L00098,31,C
L00098,32,C
L00098,33,C
L00098,34,C
L00098,35,C
L00098,36,Cl
L00099,0,C
L00099,1,C
L00099,2,C
L00099,3,C
L00099,4,S
L00099,5,O
L00099,6,O
L00099,7,C
L00099,8,C
L00099,9,C
L00099,10,C
L00099,11,N
L00099,12,C
L00099,13,C
L00099,14,O
L00099,15,C
L00099,16,C
L00099,17,O
L00099,18,C
L00099,19,C
L00099,20,O
L00099,21,O
L00099,22,C
L00099,23,C
L00099,24,C
L00099,25,C
L00099,26,C
L00099,27,C
L00099,28,Cl
L00099,29,C
L00099,30,C
L00099,31,C
L00099,32,C
L00099,33,C
L00099,34,C
L00099,35,Cl
L00100,0,C
L00100,1,C
L00100,2,C
L00100,3,C
L00100,4,C
L00100,5,N
L00100,6,C
L00100,7,O
L00100,8,C
L00100,9,C
L00100,10,S
L00100,11,O
L00100,12,O
L00100,13,C
L00100,14,C
L00100,15,C
L00100,16,C
L00100,17,C
L00100,18,C
L00100,19,C
L00100,20,C
L00100,21,C
L00100,22,C
L00100,23,C
L00100,24,C
L00100,25,C
L00100,26,F
L00100,27,Cl
L00100,28,C
L00100,29,C
L00100,30,C
L00100,31,C
L00100,32,C
L00100,33,C
L00100,34,Cl
L00100,35,C
L00100,36,C
L00100,37,N
L00100,38,C
L00100,39,C
L00100,40,S
L00100,41,C
L00100,42,C
L00100,43,O
L00100,44,O
L00101,0,C
L00101,1,C
L00101,2,C
L00101,3,O
L00101,4,N
L00101,5,C
L00101,6,C
L00101,7,O
L00101,8,C
L00101,9,C
L00101,10,C
L00101,11,C
L00101,12,C
L00101,13,C
L00101,14,Cl
L00101,15,C
L00101,16,C
L00101,17,C
L00101,18,C
L00101,19,C
L00101,20,C
L00101,21,Cl
L00101,22,C
L00101,23,C
L00101,24,S
L00101,25,O
L00101,26,O
L00101,27,C
L00101,28,C
L00101,29,C
L00101,30,C
L00101,31,C
L00101,32,C
L00101,33,C
L00101,34,C
L00101,35,C
L00101,36,C
L00101,37,C
L00101,38,C
L00101,39,C
L00101,40,N
L00101,41,C
L00101,42,O
L00101,43,O
L00102,0,C
L00102,1,C
L00102,2,C
L00102,3,C
L00102,4,C
L00102,5,N
L00102,6,C
L00102,7,O
L00102,8,C
L00102,9,C
L00102,10,S
L00102,11,O
L00102,12,O
L00102,13,C
L00102,14,C
L00102,15,C
L00102,16,C
L00102,17,C
L00102,18,C
L00102,19,C
L00102,20,C
L00102,21,C
L00102,22,C
L00102,23,C
L00102,24,C
L00102,25,C
L00102,26,Cl
L00102,27,C
L00102,28,C
L00102,29,C
L00102,30,C
L00102,31,C
L00102,32,C
L00102,33,Cl
L00102,34,C
L00102,35,C
L00102,36,C
L00102,37,C
L00102,38,C
L00102,39,C
L00102,40,N
L00102,41,C
L00102,42,O
L00102,43,O
L00103,0,C
L00103,1,C
L00103,2,C
L00103,3,O
L00103,4,N
L00103,5,C
L00103,6,C
L00103,7,O
L00103,8,C
L00103,9,C
L00103,10,C
L00103,11,C
L00103,12,C
L00103,13,C
L00103,14,Cl
L00103,15,C
L00103,16,C
L00103,17,C
L00103,18,C
L00103,19,C
L00103,20,C
L00103,21,Cl
L00103,22,C
L00103,23,C
L00103,24,S
L00103,25,O
L00103,26,O
L00103,27,C
L00103,28,C
L00103,29,C
L00103,30,C
L00103,31,C
L00103,32,C
L00103,33,C
L00103,34,C
L00103,35,C
L00103,36,C
L00103,37,C
L00103,38,C
L00103,39,C
L00103,40,N
L00103,41,C
L00103,42,O
L00103,43,O
L00104,0,C
L00104,1,C
L00104,2,C
L00104,3,C
L00104,4,S
L00104,5,O
L00104,6,O
L00104,7,C
L00104,8,C
L00104,9,C
L00104,10,C
L00104,11,N
L00104,12,C
L00104,13,C
L00104,14,O
L00104,15,C
L00104,16,C
L00104,17,O
L00104,18,C
L00104,19,C
L00104,20,O
L00104,21,O
L00104,22,C
L00104,23,C
L00104,24,C
L00104,25,C
L00104,26,C
L00104,27,C
L00104,28,Cl
L00104,29,C
L00104,30,C
L00104,31,C
L00104,32,C
L00104,33,C
L00104,34,C
L00104,35,Cl
L00105,0,C
L00105,1,C
L00105,2,C
L00105,3,C
L00105,4,C
L00105,5,C
L00105,6,C
L00105,7,C
L00105,8,N
L00105,9,C
L00105,10,C
L00105,11,N
L00105,12,C
L00105,13,C
L00105,14,C
L00105,15,C
L00105,16,C
L00105,17,C
L00105,18,C
L00105,19,Cl
L00105,20,C
L00105,21,C
L00105,22,C
L00105,23,C
L00105,24,C
L00105,25,C
L00105,26,Cl
L00105,27,C
L00105,28,O
L00105,29,O
L00106,0,C
L00106,1,C
L00106,2,C
L00106,3,C
L00106,4,C
L00106,5,C
L00106,6,C
L00106,7,C
L00106,8,N
L00106,9,C
L00106,10,C
L00106,11,C
L00106,12,N
L00106,13,C
L00106,14,C
L00106,15,C
L00106,16,C
L00106,17,C
L00106,18,O
L00106,19,C
L00106,20,C
L00106,21,C
L00106,22,O
L00106,23,O
L00106,24,C
L00106,25,C
L00106,26,C
L00106,27,C
L00106,28,C
L00106,29,C
L00106,30,Cl
L00106,31,C
L00106,32,C
L00106,33,C
L00106,34,C
L00106,35,C
L00106,36,C
L00106,37,Cl
L00107,0,C
L00107,1,C
L00107,2,C
L00107,3,C
L00107,4,C
L00107,5,N
L00107,6,C
L00107,7,O
L00107,8,C
L00107,9,C
L00107,10,S
L00107,11,O
L00107,12,O
L00107,13,N
L00107,14,C
L00107,15,C
L00107,16,C
L00107,17,C
L00107,18,C
L00107,19,C
L00107,20,C
L00107,21,C
L00107,22,C
L00107,23,C
L00107,24,C
L00107,25,C
L00107,26,C
L00107,27,Cl
L00107,28,C
L00107,29,C
L00107,30,C
L00107,31,C
L00107,32,C
L00107,33,C
L00107,34,Cl
L00107,35,C
L00107,36,C
L00107,37,O
L00107,38,O
L00108,0,C
L00108,1,C
L00108,2,C
L00108,3,O
L00108,4,N
L00108,5,C
L00108,6,C
L00108,7,C
L00108,8,C
L00108,9,C
L00108,10,O
L00108,11,N
L00108,12,C
L00108,13,C
L00108,14,C
L00108,15,C
L00108,16,C
L00108,17,O
L00108,18,N
L00108,19,C
L00108,20,C
L00108,21,C
L00108,22,C
L00108,23,C
L00108,24,C
L00108,25,C
L00108,26,C
L00108,27,C
L00108,28,C
L00108,29,C
L00108,30,C
L00108,31,C
L00108,32,C
L00108,33,N
L00109,0,C
L00109,1,C
L00109,2,C
L00109,3,C
L00109,4,C
L00109,5,C
L00109,6,C
L00109,7,O
L00109,8,C
L00109,9,C
L00109,10,C
L00109,11,C
L00109,12,C
L00109,13,O
L00109,14,N
L00109,15,C
L00109,16,C
L00109,17,C
L00109,18,N
L00109,19,C
L00109,20,N
L00109,21,N
L00109,22,N
L00109,23,C
L00109,24,N
L00109,25,C
L00109,26,C
L00109,27,C
L00109,28,C
L00109,29,C
L00109,30,C
L00109,31,C
L00109,32,Cl
L00109,33,Cl
L00109,34,O
L00109,35,O
L00109,36,C
L00109,37,N
L00110,0,C
L00110,1,C
L00110,2,C
L00110,3,C
L00110,4,C
L00110,5,C
L00110,6,O
L00110,7,N
L00110,8,C
L00110,9,C
L00110,10,C
L00110,11,C
L00110,12,C
L00110,13,O
L00110,14,N
L00110,15,C
L00110,16,C
L00110,17,C
L00110,18,C
L00110,19,C
L00110,20,C
L00110,21,C
L00110,22,C
L00110,23,C
L00110,24,N
L00110,25,C
L00110,26,O
L00110,27,O
L00111,0,C
L00111,1,C
L00111,2,C
L00111,3,S
L00111,4,C
L00111,5,N
L00111,6,C
L00111,7,C
L00111,8,C
L00111,9,C
L00111,10,C
L00111,11,C
L00111,12,C
L00111,13,N
L00111,14,C
L00111,15,O
L00111,16,C
L00111,17,C
L00111,18,C
L00111,19,C
L00111,20,N
L00111,21,C
L00111,22,O
L00111,23,C
L00111,24,C
L00111,25,C
L00111,26,C
L00111,27,C
L00111,28,N
L00111,29,C
L00111,30,O
L00111,31,C
L00111,32,C
L00111,33,C
L00111,34,C
L00111,35,C
L00111,36,N
L00111,37,C
L00111,38,O
L00111,39,C
L00111,40,O
L00112,0,C
L00112,1,C
L00112,2,C
L00112,3,S
L00112,4,C
L00112,5,N
L00112,6,C
L00112,7,C
L00112,8,C
L00112,9,C
L00112,10,C
L00112,11,C
L00112,12,C
L00112,13,N
L00112,14,C
L00112,15,O
L00112,16,C
L00112,17,C
L00112,18,C
L00112,19,C
L00112,20,N
L00112,21,C
L00112,22,O
L00112,23,C
L00112,24,C
L00112,25,C
L00112,26,C
L00112,27,C
L00112,28,N
L00112,29,C
L00112,30,O
L00112,31,C
L00112,32,C
L00112,33,C
L00112,34,C
L00112,35,C
L00112,36,N
L00112,37,C
L00112,38,O
L00112,39,C
L00112,40,O
L00113,0,C
L00113,1,C
L00113,2,C
L00113,3,O
L00113,4,C
L00113,5,N
L00113,6,C
L00113,7,C
L00113,8,C
L00113,9,C
L00113,10,C
L00113,11,C
L00113,12,C
L00113,13,N
L00113,14,C
L00113,15,O
L00113,16,C
L00113,17,C
L00113,18,C
L00113,19,C
L00113,20,N
L00113,21,C
L00113,22,O
L00113,23,C
L00113,24,C
L00113,25,C
L00113,26,C
L00113,27,C
L00113,28,O
L00114,0,C
L00114,1,C
L00114,2,C
L00114,3,S
L00114,4,C
L00114,5,N
L00114,6,C
L00114,7,C
L00114,8,C
L00114,9,C
L00114,10,C
L00114,11,C
L00114,12,C
L00114,13,N
L00114,14,C
L00114,15,O
L00114,16,C
L00114,17,C
L00114,18,C
L00114,19,C
L00114,20,N
L00114,21,C
L00114,22,O
L00114,23,C
L00114,24,C
L00114,25,C
L00114,26,C
L00114,27,C
L00114,28,N
L00114,29,C
L00114,30,O
L00114,31,C
L00114,32,C
L00114,33,C
L00114,34,C
