MW,LogP,TPSA,HBA,HBD,Rotatable_Bonds,Ring_Count,Aromatic_Rings,Fraction_CSP3,Heavy_Atom_Count,Chiral_Atoms,Formal_Charge,QED,BertzCT,HallKierAlpha,Kappa1,Kappa2,Kappa3,NumSpiroAtoms,NumBridgeheadAtoms,NumAliphaticRings,NumAromaticRings,NumSaturatedRings,NumHeteroAtoms,MolMR,SA_Score,Lipinski_Pass,Veber_Pass,Egan_Pass,Ghose_Pass,Muegge_Pass,RECRUITER_CODE,SMILES,PAINS_Hits,Brenk_Hits
160.21699999999998,0.6274000000000001,75.35,2,3,4,0,0,0.8571428571428571,11,1,0,0.5641918730869234,125.6089812188626,-0.77,10.23,4.957261842365056,7.12325719111392,0,0,0,0,0,4,43.4579,,True,True,True,False,False,L00054,CC(C)C[C@@H](CNC(=O)O)N,None,None
492.6200000000001,1.8762000000000005,124.76,5,4,8,4,2,0.4642857142857143,36,5,0,0.4478777384836409,1008.5299056694851,-3.2299999999999986,25.85074065905329,11.669651337493988,5.44486071230554,0,0,2,2,2,8,136.5326,,True,True,True,False,True,L00056,CC[C@@H](C(=O)N[C@H]1[C@H](CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)CO)N,None,None
477.8950000000001,4.412100000000002,102.5,3,3,7,3,3,0.2608695652173913,33,1,0,0.4384074306516323,1236.40493605269,-3.4599999999999995,24.187726573617503,9.187181507178972,5.308121095965126,0,0,0,3,0,10,118.86970000000005,,True,True,True,True,True,L00057,CC(C)(C)NC(=O)C(c1c2ccc(cc2[nH]c1C(=O)O)Cl)N(Cc3ccc(c(c3)F)F)C=O,indol_3yl_alk(461),aldehyde
482.5840000000003,4.873140000000005,88.32,5,1,6,5,4,0.3103448275862069,36,1,0,0.4234723848569272,1458.6583193939007,-3.999999999999999,23.728395061728396,9.567901234567902,4.255355034575814,0,0,1,4,0,7,138.1002999999999,,True,True,True,False,True,L00058,CCn1c2ccc(c(c2nn1)C)[C@@H](CC(=O)O)c3cc(c4c(c3)CN(CC4)C(=O)c5ccccc5)C,None,None
501.2220000000001,0.06379999999999975,249.66999999999996,12,6,8,4,2,0.5833333333333334,31,6,0,0.26170163186854106,1168.2521264968516,-1.2800000000000002,22.897659148379073,7.370190443213296,4.471193284323867,0,0,2,2,2,19,99.75290000000001,,False,False,False,False,False,L00059,c1nc(c2c(n1)n(cn2)[C@H]3C[C@@H]([C@]4([C@@H]3C4)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)N,None,phosphor
501.2220000000001,-0.15220000000000022,249.66999999999996,12,6,8,4,2,0.5833333333333334,31,6,0,0.25726264705202617,1168.2521264968516,-1.2800000000000002,22.897659148379073,7.370190443213296,4.471193284323867,0,0,2,2,2,19,99.7469,,False,False,False,False,False,L00060,c1nc(c2c(n1)n(cn2)[C@]34C[C@H]3[C@@H]([C@H](C4)O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)N,None,phosphor
498.9920000000002,4.049000000000003,105.38999999999999,6,1,8,4,4,0.20833333333333334,34,1,0,0.39264866847640234,1454.6217672923715,-3.269999999999999,23.873698027859223,9.5353455621259,4.815852910945656,0,0,0,4,0,10,129.1516,,True,True,True,False,True,L00061,Cn1c2ccc(cc2nn1)[C@@H](CC(=O)O)c3ccc(c(c3)CN(C)S(=O)(=O)c4ccccc4)Cl,None,None
520.4530000000001,6.261800000000007,83.91,4,1,7,3,2,0.4444444444444444,35,4,0,0.4358548414094511,1079.724354636208,-2.5699999999999985,27.024748768985706,11.003104486808523,6.557656176855172,0,0,1,2,1,8,135.51579999999993,,False,True,False,False,False,L00062,CC[C@@H](C(=O)OC(C)(C)C)N1[C@@H]([C@H](C[C@@H](C1=O)CC(=O)O)c2cccc(c2)Cl)c3ccc(cc3)Cl,None,None
478.41600000000005,5.691000000000005,77.84,3,2,7,3,2,0.44,32,5,0,0.5360602835846426,978.1621288450027,-2.0799999999999987,24.560228390525186,9.81737765502326,4.952129492278365,0,0,1,2,1,7,125.96860000000002,,True,True,True,False,False,L00063,CC[C@@H]([C@H](C)O)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)c2cccc(c2)Cl)c3ccc(cc3)Cl,None,None
450.3620000000001,4.912400000000004,77.84,3,2,7,3,2,0.391304347826087,30,4,0,0.6284490699514812,898.3310461269648,-2.0799999999999987,22.60176456289857,9.818058678275282,4.7981516131986215,0,0,1,2,1,7,116.75660000000003,,True,True,True,True,True,L00064,CC[C@@H](CO)N1[C@@H]([C@H](C[C@@H](C1=O)CC(=O)O)c2cccc(c2)Cl)c3ccc(cc3)Cl,None,None
